,Title,Artist,Release Year,Genius_Link
1040,The Ballad of the Green Berets,SSgt Barry Sadler,1966,https://genius.com/Ssgt-barry-sadler-the-ballad-of-the-green-berets-lyrics
1041,Good Lovin',The Young Rascals,1966,https://genius.com/The-young-rascals-good-lovin-lyrics
1042,(You're My) Soul and Inspiration,The Righteous Brothers,1966,https://genius.com/The-righteous-brothers-youre-my-soul-and-inspiration-lyrics
1043,You Can't Hurry Love,The Supremes,1966,https://genius.com/The-supremes-you-cant-hurry-love-lyrics
1044,Sunny,Bobby Hebb,1966,https://genius.com/Bobby-hebb-sunny-lyrics
1045,See You in September,The Happenings,1966,https://genius.com/The-happenings-see-you-in-september-lyrics
1046,Li'l Red Riding Hood,Sam the Sham and the Pharaohs,1966,https://genius.com/Sam-the-sham-and-the-pharaohs-lil-red-riding-hood-lyrics
1047,Lightnin' Strikes,Lou Christie,1966,https://genius.com/Lou-christie-lightnin-strikes-lyrics
1048,Poor Side of Town,Johnny Rivers,1966,https://genius.com/Johnny-rivers-poor-side-of-town-lyrics
1049,Working in the Coal Mine,Lee Dorsey,1966,https://genius.com/Lee-dorsey-working-in-the-coal-mine-lyrics
1050,A Groovy Kind of Love,The Mindbenders,1966,https://genius.com/The-mindbenders-a-groovy-kind-of-love-lyrics
1051,You Don't Have to Say You Love Me,Dusty Springfield,1966,https://genius.com/Dusty-springfield-you-dont-have-to-say-you-love-me-lyrics
1052,Sunshine Superman,Donovan,1966,https://genius.com/Donovan-sunshine-superman-lyrics
1053,Born a Woman,Sandy Posey,1966,https://genius.com/Sandy-posey-born-a-woman-lyrics
1054,"Monday, Monday",The Mamas & the Papas,1966,https://genius.com/The-mamas-and-the-papas-monday-monday-lyrics
1055,Red Rubber Ball,The Cyrkle,1966,https://genius.com/The-cyrkle-red-rubber-ball-lyrics
1056,Born Free,Roger Williams,1966,https://genius.com/Roger-williams-born-free-lyrics
1057,Walk Away Renée,The Left Banke,1966,https://genius.com/The-left-banke-walk-away-renee-lyrics
1058,Cool Jerk,The Capitols,1966,https://genius.com/The-capitols-cool-jerk-lyrics
1059,B-A-B-Y,Carla Thomas,1966,https://genius.com/Carla-thomas-b-a-b-y-lyrics
1060,Hanky Panky,Tommy James and the Shondells,1966,https://genius.com/Tommy-james-and-the-shondells-hanky-panky-lyrics
1061,When a Man Loves a Woman,Percy Sledge,1966,https://genius.com/Percy-sledge-when-a-man-loves-a-woman-lyrics
1062,Time Won't Let Me,The Outsiders,1966,https://genius.com/The-outsiders-oh-time-wont-let-me-lyrics
1063,Bus Stop,The Hollies,1966,https://genius.com/The-hollies-bus-stop-lyrics
1064,Paint It Black,The Rolling Stones,1966,https://genius.com/The-rolling-stones-paint-it-black-lyrics
1065,Summer in the City,The Lovin' Spoonful,1966,https://genius.com/The-lovin-spoonful-summer-in-the-city-lyrics
1066,I'm So Lonesome I Could Cry,B. J. Thomas & the Triumphs,1966,
1067,My Love,Petula Clark,1966,https://genius.com/Petula-clark-my-love-lyrics
1068,Daydream,The Lovin' Spoonful,1966,https://genius.com/The-lovin-spoonful-daydream-lyrics
1069,Ain't Too Proud to Beg,The Temptations,1966,https://genius.com/The-temptations-aint-too-proud-to-beg-lyrics
1070,Wild Thing,The Troggs,1966,https://genius.com/The-troggs-wild-thing-lyrics
1071,Elusive Butterfly,Bob Lind,1966,https://genius.com/Bob-lind-elusive-butterfly-lyrics
1072,I Am a Rock,Simon & Garfunkel,1966,https://genius.com/Simon-and-garfunkel-i-am-a-rock-lyrics
1073,Dirty Water,The Standells,1966,https://genius.com/The-standells-dirty-water-lyrics
1074,Hooray for Hazel,Tommy Roe,1966,https://genius.com/Tommy-roe-hooray-for-hazel-lyrics
1075,Crying Time,Ray Charles,1966,https://genius.com/Ray-charles-crying-time-lyrics
1076,Sweet Pea,Tommy Roe,1966,https://genius.com/Tommy-roe-sweet-pea-lyrics
1077,Secret Agent Man,Johnny Rivers,1966,https://genius.com/Johnny-rivers-secret-agent-man-lyrics
1078,Did You Ever Have to Make Up Your Mind?,The Lovin' Spoonful,1966,https://genius.com/The-lovin-spoonful-did-you-ever-have-to-make-up-your-mind-lyrics
1079,We Can Work It Out,The Beatles,1966,https://genius.com/The-beatles-we-can-work-it-out-lyrics
1080,Homeward Bound,Simon & Garfunkel,1966,https://genius.com/Simon-and-garfunkel-homeward-bound-lyrics
1081,Uptight (Everything's Alright),Stevie Wonder,1966,https://genius.com/Stevie-wonder-uptight-everythings-alright-lyrics
1082,Bang Bang (My Baby Shot Me Down),Cher,1966,https://genius.com/Cher-bang-bang-my-baby-shot-me-down-lyrics
1083,Sloop John B,The Beach Boys,1966,https://genius.com/The-beach-boys-sloop-john-b-lyrics
1084,19th Nervous Breakdown,The Rolling Stones,1966,https://genius.com/The-rolling-stones-19th-nervous-breakdown-lyrics
1085,Wipe Out,The Surfaris,1966,https://genius.com/The-surfaris-wipe-out-lyrics
1086,Psychotic Reaction,Count Five,1966,https://genius.com/Count-five-psychotic-reaction-lyrics
1087,Paperback Writer,The Beatles,1966,https://genius.com/The-beatles-paperback-writer-lyrics
1088,Beauty Is Only Skin Deep,The Temptations,1966,https://genius.com/The-temptations-beauty-is-only-skin-deep-lyrics
1089,No Matter What Shape (Your Stomach's In),The T-Bones,1966,https://genius.com/The-t-bones-60s-group-no-matter-what-shape-your-stomachs-in-lyrics
1090,Barefootin',Robert Parker,1966,https://genius.com/Robert-parker-barefootin-lyrics
1091,Just Like Me,Paul Revere & the Raiders,1966,https://genius.com/Paul-revere-and-the-raiders-just-like-me-lyrics
1092,Love Makes the World Go Round,Deon Jackson,1966,https://genius.com/Deon-jackson-love-makes-the-world-go-round-lyrics
1093,The Pied Piper,Crispian St. Peters,1966,https://genius.com/Crispian-st-peters-the-pied-piper-lyrics
1094,Somewhere My Love,Ray Conniff Singers,1966,https://genius.com/Connis-silk-velvet-lyrics
1095,Almost Persuaded,David Houston,1966,https://genius.com/David-houston-almost-persuaded-lyrics
1096,If I Were a Carpenter,Bobby Darin,1966,https://genius.com/Bobby-darin-if-i-were-a-carpenter-lyrics
1097,Don't Mess with Bill,The Marvelettes,1966,https://genius.com/The-marvelettes-dont-mess-with-bill-lyrics
1098,"Cherry, Cherry",Neil Diamond,1966,https://genius.com/Neil-diamond-cherry-cherry-lyrics
1099,Message to Michael,Dionne Warwick,1966,https://genius.com/Dionne-warwick-message-to-michael-lyrics
1100,Love Is a Hurtin' Thing,Lou Rawls,1966,https://genius.com/Tagglyne-bingo-lyrics
1101,Gloria,The Shadows of Knight,1966,https://genius.com/The-shadows-of-knight-gloria-lyrics
1102,My World Is Empty Without You,The Supremes,1966,https://genius.com/The-supremes-my-world-is-empty-without-you-lyrics
1103,Barbara Ann,The Beach Boys,1966,https://genius.com/The-beach-boys-barbara-ann-lyrics
1104,Rainy Day Women #12 & 35,Bob Dylan,1966,https://genius.com/Bob-dylan-rainy-day-women-12-and-35-lyrics
1105,Guantanamera,The Sandpipers,1966,https://genius.com/The-sandpipers-guantanamera-lyrics
1106,I'm Your Puppet,James & Bobby Purify,1966,https://genius.com/James-and-bobby-purify-im-your-puppet-lyrics
1107,Land of 1000 Dances,Wilson Pickett,1966,https://genius.com/Wilson-pickett-land-of-1000-dances-lyrics
1108,Oh How Happy,The Shades of Blue,1966,https://genius.com/The-wonderful-world-of-louis-armstrong-all-stars-up-a-lazy-river-lyrics
